,machine_type,machine_id,label,nan_filenames,traceback,errorid
89,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000121.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
90,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000122.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
91,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000127.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 61, in process_wavfile
    jitter=get_Jitter(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 1000, in get_Jitter
    periods = np.hstack( ( periods[ 0 ], periods, periods[ -1 ] ) )
IndexError: index 0 is out of bounds for axis 0 with size 0
",-3968963014069460206
92,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000129.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
93,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000130.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
94,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000131.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
95,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000132.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
96,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000133.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 61, in process_wavfile
    jitter=get_Jitter(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 1000, in get_Jitter
    periods = np.hstack( ( periods[ 0 ], periods, periods[ -1 ] ) )
IndexError: index 0 is out of bounds for axis 0 with size 0
",-3968963014069460206
97,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000134.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
98,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000135.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
99,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000136.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
100,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000137.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
101,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000138.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
102,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000139.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 61, in process_wavfile
    jitter=get_Jitter(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 1000, in get_Jitter
    periods = np.hstack( ( periods[ 0 ], periods, periods[ -1 ] ) )
IndexError: index 0 is out of bounds for axis 0 with size 0
",-3968963014069460206
103,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000140.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
104,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000141.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
105,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000142.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
106,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000143.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
107,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000144.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
108,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000146.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
109,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000147.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
110,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000148.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
111,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000149.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
112,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000150.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
113,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000151.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
114,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000152.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 58, in process_wavfile
    pulses=get_Pulses(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 772, in get_Pulses
    periods_interp = np.interp( v_time, f_times, period )
  File ""<__array_function__ internals>"", line 200, in interp
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/numpy/lib/function_base.py"", line 1595, in interp
    return interp_func(x, xp, fp, left, right)
ValueError: array of sample points is empty
",4004303156602753226
115,fan,id_00,abnormal,../../../dataset/mimii/fan/id_00/abnormal/00000178.wav,"Traceback (most recent call last):
  File ""unsafe-extract-speech-analysis.py"", line 105, in main
    features = extract(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 87, in extract
    features = process_wavfile(filepath)
  File ""unsafe-extract-speech-analysis.py"", line 61, in process_wavfile
    jitter=get_Jitter(y,sr)
  File ""/home/s2316079/anaconda3/envs/speech-analysis/lib/python3.8/site-packages/Signal_Analysis/features/signal.py"", line 1062, in get_Jitter
    ppq5 = ( sum_total / num_periods ) / avg_period
ZeroDivisionError: division by zero
",-6237516790266576367
